,sentiment,summary,title,Company Name
163,Neutral," construction work on the new Nasaq District will begin immediately and is scheduled for completion in 24 months. spread over a 223-hectare area, aljada is Sharjah’s largest residential project with more than 25,000 homes planned for the community. with more than 25,000 homes planned for Aljada in total, Arada has so far sold 9,000 units, with 6,300 of those now completed. the new contract comes as Dubai contractor G",Sharjah’s Arada awards $108m contract for a residential district at Aljada megaproject,Gulf Asia Contracting LLC 
164,Neutral," real estate developer Arada awarded main contract for construction of six apartment buildings. Nasaq District will have 649 residential units, ranging from one to three-bedroom apartments. the project is expected to be completed by the fourth quarter of 2026. a 175-room hotel, 255 branded residences and 149 serviced apartments will be built at the aljada community.",Contractor appointed for Arada residential cluster,Gulf Asia Contracting LLC 
165,Neutral," Standard Digital includes access to a wealth of global news, analysis and expert opinion. Premium Digital includes access to our premier business column, Lex. if you do nothing, you will be auto-enrolled in our premium digital monthly subscription plan and retain complete access for <unk>4,190 per month. for cost savings, you can change your plan at any time online in the “Settings & Account” section. if you’d like to retain your premium","News updates from October 27: IDF expands Gaza ground operations, Fed’s preferred inflation gauge hits 2-year low",Gulf Asia Contracting LLC 
166,Neutral," contract to build the four buildings was awarded to a contractor with extensive civil and industrial construction experience across the UAE, Saudi Arabia and Qatar. the 175-room Vida Aljada hotel, as well as 255 branded residences and 149 branded serviced apartments will be built. the complex is the first of three Emaar Hospitality properties that will be built at Aljada.",Arada Awards Gulf Asia Contracting $129.5 Million Contract,Gulf Asia Contracting LLC 
167,Negative, Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to,Unable to extract title,Gulf Asia Contracting LLC 
168,Neutral," some contractors that stood out with their contract wins since April include BESIX, CRC Dubai, Shapoorji Pallonji, and SIBS, among others. please note that this list is not a ranking.","Top 11 construction contracts in May 2023: Petrofac, SAJCO, Egis, MBL and more",Gulf Asia Contracting LLC 
169,Positive," prince mishaal bin Khalid al-Saud controls more than 200 McDonald's outlets across Saudi Arabia. he said one of the secrets of his enterprise's success is ""ensuring a positive and favorable environment for our employees"" macrae Lee and Buddhiman Sunar say they labored under harsh and unfair conditions at McDonald's locations owned and operated by the prince's Riyadh International Catering Corp (RICC)",McDonald’s and Chuck E Cheese tied to alleged foreign worker exploitation,Gulf Asia Contracting LLC 
170,Negative," the world is at a ""dangerous juncture"" for the global economy. world bank president ajay banga calls it a ""dangerous juncture"" for the global economy. blackrock's Larry Fink envisions a future of ""less hope and a lot more fear""",Nothing Worries CEOs Right Now as Much as Geopolitics,Gulf Asia Contracting LLC 
171,Positive," Saudi Electricity Company (SEC) has awarded a major contract for the setting up of a 380/132kV substation within the mega futuristic city NEOM in the northwest of Saudi Arabia. the contract worth SR744 million ($198.3 million) for NEOM Mountain BSP was clinched by local firm al Gihaz Contracting Company. a diversified Saudi company, al Gihaz boasts more than 40 successful years",Top 15 Construction Contracts in August 2023 in the Middle East-,Gulf Asia Contracting LLC 
172,Negative," the benchmark index shed 67.36 points or 0.63 percent to close at 10,572.70. the total trading turnover of the benchmark index was SR6.63 billion ($1.77 billion) 29 of the listed stocks advanced, while 198 declined. ADES Holding Co., partially owned by Saudi Arabia’s Public Investment Fund, was the top gainer of the day in the main index. the worst performer of the day was Thimar Development Holding",Closing bell: Saudi bourses slip; ADES Holding shines on debut,Gulf Asia Contracting LLC 
173,Neutral, the live coverage of the live coverage of the london marathon is now closed. live coverage of the london marathon will be available on tuesday at 8pm et. the live coverage will be broadcast live on tuesday morning at 8pm et. at 8pm et. at 8pm et. at 8pm et. at 8pm et,Israel-Palestine escalation updates: Gaza under bombardment,Hamad Bin Khaled Contracting 
174,Neutral," this live page has now been closed. for the latest live coverage of the war, follow along here. cnn.com: ""this page has now been closed"" a cnn.com commenter asked for a cnn.com comment on the live coverage of the war in haifa. a cnn.com commentator asked for a cnn comment on the war in haifa ",Israel-Hamas war updates: Israeli ground forces expanding Gaza operations,Hamad Bin Khaled Contracting 
175,Neutral, This live page is now closed. the live page is no longer available. click here to view the live page. click here to view the live page. click here to view the live page. click here to view the live page. click here to view the live page. click here to view the live page. click here to view the live page. click here to view the live page. click here to view the live page. click,Israel-Hamas war updates: Hamas claims release of woman and children,Hamad Bin Khaled Contracting 
176,Positive," the terminal can handle 45 million passengers annually, processing 11,000 travellers per hour and accommodating up to 79 aircraft at once. sheikh Khaled bin Mohamed bin Zayed al Nahyan visited Terminal A on Tuesday, ahead of its operational opening on Wednesday. the new terminal is a significant addition to Abu Dhabi’s infrastructure that will double capacity and increase economic growth for the emirate, sheikh Mohammed bin Hamad bin Tahnoon al Nahy",Abu Dhabi Crown Prince tours Airport's Terminal A ahead of opening,Hamad Bin Khaled Contracting 
177,Neutral, the Times of Israel liveblogged Monday’s events as they happened. the Times of Israel liveblogged Monday’s events as they happened. the Times of Israel liveblogged Monday’s events as they happened. the Times of Israel liveblogged Monday’s events as they happened. the Times of Israel liveblogged Monday’s events as they happened. the Times of Israel liveblogged Monday’s events as they happened. the Times of,"Oct 30: US says it doesn’t back ceasefire calls, wants to double Gaza aid",Hamad Bin Khaled Contracting 
178,Neutral, the Times of Israel liveblogged Friday’s events as they unfolded. the events unfolded as they unfolded on tuesday. the Times of Israel liveblogged the events on tuesday. a livestream of the events was posted on tuesday by the Times of israel. the times of israel liveblogged the events on tuesday. ,Oct. 27: Palestinians claim Israeli tanks exchanging fire with gunmen inside Gaza,Hamad Bin Khaled Contracting 
179,Positive," the pavilion at the arena hall at the Dubai world trade centre attracted senior government officials, distinguished personalities, and enthusiastic members of the public. as part of its participation, the pavilion witnessed the launch of the department of town planning and survey's groundbreaking project, ‘Digital Transformation Using Web 3.0 Technology’. the department will soon incorporate blockchain technology into its web platform, harnessing the smart contracts feature.",Sharjah Government Pavilion explores Web 3.0 and metaverse technologies during third day of GITEX Global 2023,Hamad Bin Khaled Contracting 
180,Negative," american couple tells 'america Reports' they're stuck in Israel. they're hoping to get back home by the end of this month. the couple hasn't been able to get on a flight due to numerous factors, including cancelations and funding. ""we're just doing our best to try and get home, but it's been very difficult,"" says roman.",Deadline expired for Palestinians to flee Gaza as Israeli troops amass at border,Hamad Bin Khaled Contracting 
181,Neutral, log in to one of the accounts to write comments. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to,"Yoon to visit Saudi Arabia, Qatar amid regional turmoil",Hamad Bin Khaled Contracting 
182,Negative, Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to,Unable to extract title,Hamad Bin Khaled Contracting 
183,Positive," three Qatari companies and Iraq's national investment commission have agreed to develop $9.5bn worth of projects in Iraq. the power plants will generate a total of 2,400 megawatts. the power plants will help reduce Iraq's reliance on neighbouring Iran for its energy needs.",Qatari companies partner with Iraq on $9.5bn worth of projects,Hamad Bin Khaled Contracting 
184,Neutral," Sensex and Nifty shed 550 and 150 pts, respectively. Pharma stocks like Sun Pharma and Cipla gain. Sensex and Nifty shed 550 and 150 pts, respectively. Sensex and Nifty shed 550 and 150 pts, respectively.","Market Highlights: Sensex closes sub-66,000; Bank, Finance shed; Pharma shines",Qatar International Cables Trading Co.
185,Neutral,. - (EN)..............................................,MSN,Qatar International Cables Trading Co.
186,Neutral," businesses planning to set up a trading company, or start importing or exporting from India, must understand the stages and stakeholders involved in the process. in india, the imports and exports are regulated by the Foreign Trade (Development and Regulation) Act, 1992. the current provisions relating to exports and imports in India are available under the Foreign Trade Policy, 2015-20. the process involves ensuring licensing and compliance before the shipping of goods",Import And Export Procedures In India - International Trade & Investment - India,Qatar International Cables Trading Co.
187,Neutral," a leading global law firm, we take seriously our responsibility to call out and help eradicate inequality and discrimination. we are intentional about doing so both within our own firm with and in the communities where we practice. we are intentional about doing so both within our own firm with and in the communities where we practice. we are intentional about doing so both within our own firm with and in the communities where we practice.",Full-service Global Law Firm | Squire Patton Boggs,Qatar International Cables Trading Co.
188,Positive, the annual ranking of the top 30 construction firms in the kingdom returns in 2023. it was compiled by reaching out to home-grown contractors in the kingdom. the list was compiled by sharing a questionnaire that focused on key criteria. it included major successes over the last 12 months; Projects completed within the 2022-2023 calendar year; Current Backlogs; and 2022 revenue.,REVEALED: Meet the top 30 Saudi construction companies in 2023,Nasser Saeed Al-Hajri And Partners Contracting Company (NSH) 
189,Neutral," the venture will focus on executing onshore engineering, procurement, and construction (EPC) projects in Saudi Arabia. the new entity is expected to be incorporated by NSH and Saipem in Saudi Arabia by the end of 2022. the initiative follows the signing of a memorandum of understanding between the entities under Aramco’s Namaat Investment Industrial Programme in 2021.",Saipem to form new entity to execute onshore EPC projects in Saudi Arabia,Nasser Saeed Al-Hajri And Partners Contracting Company (NSH) 
190,Neutral," more than 280 labourers were fired by the Nasser S al Hajri Corporation. they were flown home on chartered flights in July due to the coronavirus pandemic. all of the workers had been at the firm for at least five years - some over a decade. they were entitled to a ""substantial amount"" in outstanding end-of-contract benefits.",Hundreds of Indian workers demand unpaid wages from Saudi construction firm,Nasser Saeed Al-Hajri And Partners Contracting Company (NSH) 
191,Positive, Namaat has grown from 32 to 55 investments since last year. 19 of the 22 MoUs signed last year already reaching fruition. the program aims to enable opportunities for local and international companies. it leverages various incentives offered through the government’s Shareek program.,Aramco expands its Namaat industrial programme with 55 MoUs and agreements,Nasser Saeed Al-Hajri And Partners Contracting Company (NSH) 
192,Neutral," Ravi Pillai is the founder-managing director of Naseer S Al Hajri Corporation and Petrochem, Saudi Arabia. with 60,000 people working for him, he is the largest employer of Indians in the middle east. he is also the recipient of the Padma Shri and the Pravasi Bharatiya Samman. he spoke exclusively to rediff.com when he was in Chennai for a business",Ravi Pillai: Amazing journey of the 'Ambani of the Gulf',Nasser Saeed Al-Hajri And Partners Contracting Company (NSH) 
193,Positive," la Tricolor do not concede a lot but on the other hand they don’t find the net that often themselves either. Ecuador have a very young team and with that comes speed, energy and adrenaline. there are hopes they will equal their best performance, reaching the last 16. click here to read the team guide for the rest of the world cup 2014.",World Cup 2022: complete guide to all 830 players,Nasser Saeed Al-Hajri And Partners Contracting Company (NSH) 
194,Positive," Saudi Aramco has signed 66 memoranda of understanding (MoUs) and strategic and commercial collaborations valued at more than $21 billion. this was reavealed as the 5th IKTVA Forum & Exhibition opened in al Khobar on february 24. iktva programme has delivered greater levels of prosperity for the kingdom, the local business community and Saudi Aramco with 56% of procurement spent in-",Aramco signs 66 MoUs worth $21bn under IKTVA programme,Nasser Saeed Al-Hajri And Partners Contracting Company (NSH) 
195,Neutral,. - (EN)..............................................,The 50 Richest Indians in the GCC 2015,Nasser Saeed Al-Hajri And Partners Contracting Company (NSH) 
196,Neutral," the average closing price of the Company’s common stock, par value $0.10 per share, over the prior 30 consecutive trading days was below $1.00 per share. the Company has a period of six months following the receipt of the Notice to regain compliance. if the Company is unable to regain compliance, the NYSE will initiate procedures to suspend and delist the Common Stock. the common stock trading symbol will have an added designation of “.BC” to",CURO Group Holdings Corp. Receives Continued Listing Standard Notice From the NYSE,"Curo Co., Ltd. "
197,Neutral," two council-owned properties are being re-developed to provide appropriate supported accommodation for 14 households. both offer a temporary solution for households that have become homeless, often at short notice and where the council has a duty to accommodate them. councillor Matt McCabe visited one of the properties which is in Southdown Ward. when complete next month, the accommodation will be managed directly by the council’s Housing Services with dedicated housing staff present each day offering support and advice",Accommodation for homeless households in Bath takes shape | Newsroom | Bath & North East Somerset Council,"Curo Co., Ltd. "
198,Neutral," CURO Group Holdings Corp. (NYSE: CURO) has entered into a definitive agreement to sell its Canadian point-of-sale business FLX Holding Corp. to questrade Financial Group Inc. the sale is expected to close in the third quarter of 2023, subject to agreed closing conditions. CURO is a leading consumer credit lender serving U.S. and Canadian customers for over 25 years.",CURO Group Holdings Corp. to Sell Flexiti,"Curo Co., Ltd. "
199,Neutral," students can cast their ballots until Friday, Nov. 3 at noon. the 101st UGA Homecoming week is in full swing. the student body determines who will be king and queen via vote. the winners will be announced at halftime of Saturday's homecoming game.",Voting for 2023 UGA Homecoming King and Queen is open,"Curo Co., Ltd. "
200,Negative, oCO Capital Partners LP has been closely monitoring decisions at CURO Group Holdings Corp. it is deeply troubled by the Company?s operational and stock price performance over this time frame. the size of the Board is unwieldy and insufficiently aligned with the interests of the Company's stakeholders.,OCO Capital Partners Discloses its Views on CURO Group Holdings,"Curo Co., Ltd. "
201,Negative," the town of Frome tapers off from the Little Keyford area, with large numbers of sloping green fields and narrow country lanes providing a picturesque buffer between the existing homes. frome, like the rest of Somerset, has a housing crisis, with chronic shortages of affordable homes or social housing. planning permission already in place for the majority of these sites. frome is one of the few areas in Somerset not hampered by the ongoing ",New homes to change town's southern edge 'forever',"Curo Co., Ltd. "
202,Neutral," a new food bank will be open to tenants in curo. every Tuesday advisors will be available to give advice on benefits, finances and fuel. tenants will have full use of the foodbank. it is hoped local people will eventually take over running the Pantry.",Social housing group opens foodbank and money advice service,"Curo Co., Ltd. "
203,Neutral, CURO Group Holdings Corp.'s (NYSE:CURO ) insider transactions over the last year. the biggest single purchase by an insider was when Chief Financial Officer Ismail Dawood bought US$218k worth of shares. a high insider ownership often makes company leadership more mindful of shareholder interests.,One CURO Group Holdings Insider Raised Their Stake In The Previous Year,"Curo Co., Ltd. "
204,Neutral," outline planning permission is currently in place for 270 homes on the A367 green park road in midsomer Norton, on land behind the white post inn. the site has now been sold to Barratt Homes and David Wilson Homes, which has put forward amended designs for the same number of properties. Somerset council is expected to make a decision on the plans by the spring of 2024 - near its deadline to find new housing sites.",Tweaks to planned 270-home development on edge of Somerset town,"Curo Co., Ltd. "
205,Neutral," Curo has an extensive housing portfolio of 13,000 homes across the uk. of which approximately 4,700 homes are in an MDU, approximately 4,700 are in an MDU. complete technology group (CTG) will work with curo and third-party internet service providers. it will also work with its own sister company, Complete Fibre. set up in 2020, CTG acts as a bridge for landlords and telecommunications providers.",Curo partners with Complete Technology Group to enable full fibre roll-out for residents in MDUs,"Curo Co., Ltd. "
206,Negative, Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to,Unable to extract title,"Curo Co., Ltd. "
207,Neutral, log in to one of the accounts to write comments. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to,[DEBRIEFING] The stunning collapse of Doosan Heavy Industries,"Doosan Mecatec Co., Ltd. "
208,Positive," pressure vessel market is anticipated to grow from an estimated USD 47.1 Billion in 2022 to USD 59.5 Billion in 2027. pressure vessel market is expected to grow at a CAGR of 4.8% during the forecast period. emerging markets such as Asia Pacific, South Asia, Middle East & Africa, and Latin America are expected to be the main drivers of this growth.",The Worldwide Pressure Vessel Industry is Expected to Reach $59.5 Billion by 2027,"Doosan Mecatec Co., Ltd. "
209,Neutral, log in to one of the accounts to write comments. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to,"[NEWS IN FOCUS] Plagued by years of losses, Doosan Heavy may restructure","Doosan Mecatec Co., Ltd. "
210,Negative, Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to,Unable to extract title,GS Entec Corp 
211,Neutral, this page isn’t available. Please check the URL and try again.......................................... ,The Korea Herald,GS Entec Corp 
212,Neutral, log in to one of the accounts to write comments. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to,AAA Kepco does a job on the bond market as funding vanishes,GS Entec Corp 
213,Neutral, log in to one of the accounts to write comments. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to,GS Holdings launches green biotech start-up accelerator,GS Entec Corp 
214,Neutral, log in to one of the accounts to write comments. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to,GS Holdings to invest $16 billion over next half decade,GS Entec Corp 
215,Neutral, log in to one of the accounts to write comments. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to,GS Energy to import 'blue' ammonia from Abu Dhabi,GS Entec Corp 
216,Positive," the company forecasts between 11.8 GW and 18.9 GW of floating wind by 2024. potential early adopters of floating wind are the UK, France, Portugal, Japan, the US, South Korea and Taiwan. lag between early projects and subsequent ones will give the companies behind the technology ample time to capture a significant market share.",Floating wind &lsquo;on the verge of lift off&rsquo;,GS Entec Corp 
217,Neutral," Please check the URL and try again. if you are unable to access the site, please try again. if you are unable to access the site, please try again. if you are unable to access the site, please try again. if you are unable to access the site, please try again. if you are unable to access the site, please try again. if you are unable to access the site",The Korea Herald,GS Entec Corp 
218,Neutral,. - (EN)..............................................,Just a moment...,GS Entec Corp 
219,Neutral, <unk>роектна<unk> мо<unk>ност<unk> составл<unk>ет 500 т<unk>с<unk> тонн <unk>ранулированно<unk>о <unk>оли<unk>ро<unk>илена в <unk>од. <unk>а момент строител<unk>ства ком<unk>лекса со<unk>дано <unk>олее 4000 нов<unk> ра<unk>о<unk>,Первый интегрированный газохимический комплекс в Казахстане: экономический и социальный вклад в развитие страны | Kazakhstan Today,GS Entec Corp 
220,Negative, Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to,Unable to extract title,GS Entec Corp 
221,Positive," jeong-woo Choi was named 'CEO of the Year' at the 10th global metals awards held by S&P Global Commodity Insight in London on 27th Oct. he was highly recognized for innovating the management structure by shifting into a holding entity. he also took a lead in the new growth business of the Group, and achieving the biggest performance since the establishment in 2021.",POSCO Group CEO Jeong-woo Choi Won 'CEO of the Year'by S&P Global,Jeongwoo Industrial Machine Co. Ltd.
222,Neutral," CEO Jeong-woo Choi met with the prime minister of australia, Anthony Albanese. he discussed cooperation for future eco-friendly projects between POSCO Group and the government of australia. the group is planning to manufacture green hydrogen based on large-scale and competitive renewable energy sources such as sunlight and wind power. to achieve this vision, the POSCO Group is planning to invest a total of USD 40 billion in australia.","POSCO Group CEO, Jeong-woo Choi, Meets the Prime Minister of Australia, Anthony Albanese, to Discuss Future Eco-friendly Projects",Jeongwoo Industrial Machine Co. Ltd.
223,Positive," POSCO Group won two Steelie Awards in the categories of innovation, sustainability. POSCO's Smart Safety Ball was selected as an outstanding practice. Choi will represent the world's steel industry, together with vice chairmen.","POSCO Group CEO, Jeong-woo Choi, to take office as Chairman of worldsteel, leading a great shift for the steel industry to go green",Jeongwoo Industrial Machine Co. Ltd.
224,Neutral, SK Biopharmaceuticals has named a new chief executive officer and president. he will be in charge of SK Biopharmaceuticals and its U.S. subsidiary SK Life Science. he will bring expertise in global new business development and deal-making. he spearheaded SK's key deals including launching a U.S. joint venture with Roivant Sciences.,"SK Biopharmaceuticals Names Donghoon Lee, Head of Bio Investment Center of SK Inc., as New CEO",Jeongwoo Industrial Machine Co. Ltd.
225,Neutral," the deal is the third attempt by the south Korean steel giant to have a significant manufacturing presence in India. details of the investment and manufacturing capacity of the new plant were not disclosed. the alliance is a significant move for the diversified Adani Group, which has interests in logistics, ports, airports, mining, power generation and distribution, renewable energy, gas and infrastructure. both Posco and Adani plan to further collaborate at the group level in other sectors such as","Posco, Adani Group to build $5 billion Mundra steel mill",Jeongwoo Industrial Machine Co. Ltd.
226,Neutral, log in to one of the accounts to write comments. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to log in to one of the accounts. click here to,National team coaches argue over who gets Lee Kang-in,Jeongwoo Industrial Machine Co. Ltd.
227,Neutral," SK Biopharmaceuticals, Eurofarma Enter into Licensing Agreement for Cenobamate in Latin America. SK Biopharmaceuticals, Eurofarma Enter into Licensing Agreement for Cenobamate in Latin America. SK Biopharmaceuticals, Eurofarma Enter into Licensing Agreement for Cenobamate in Latin America.","SK Biopharmaceuticals, Eurofarma Enter into Licensing Agreement for Cenobamate in Latin America",Jeongwoo Industrial Machine Co. Ltd.
228,Neutral, SK life science submits clinical study protocol to the u.s. food and drug administration. the trial will evaluate the efficacy of two doses of carisbamate in more than 250 patients. carisbamate has received orphan drug designation for the potential treatment of LGS. the precise mechanism by which carisbamate exerts its therapeutic effect is unknown.,SK life science Initiates Phase 3 Clinical Trial of Carisbamate for Lennox-Gastaut Syndrome,Jeongwoo Industrial Machine Co. Ltd.
229,Positive," XCOPRI is approved as a treatment for partial-onset seizures in adults. the approval is based on results from two global, randomized, double-blind, placebo-controlled studies. the approval marks the first time a Korean company has independently brought a compound from discovery to U.S. FDA approval.","FDA Approves XCOPRI® (cenobamate tablets), an Anti-Epileptic Drug (AED) from SK Biopharmaceuticals, Co., Ltd., and U.S. Subsidiary SK Life Science, Inc.",Jeongwoo Industrial Machine Co. Ltd.
230,Positive," SK Biopharmaceuticals, co., Ltd. announces marketing authorization for cenobamate. cenobamate approved for treatment of focal-onset seizures in adults in 2019. approval based on results from a global clinical trial conducted by SK life science.",ONTOZRY® (Cenobamate) Receives European Commission Approval for the Treatment of Drug-Resistant Focal-Onset Seizures in Adults,Jeongwoo Industrial Machine Co. Ltd.
231,Positive," oneida County executive Anthony J. Picente, Jr. received AMPO’s 2023 Outstanding Elected Official Leadership Award. the council was honored with the 2023 Outstanding Overall Achievement for a Metropolitan Planning Organization (MPO) in a smaller-sized community. ""working together has been the key to our success,"" said Picente, who also serves as HOCTC Chairman.",Picente & HOCTC Honored by Planning Association,Ampo S. Coop 
232,Neutral," former World Of Warcraft, League Of Legends Lead Greg Street Reveals New Studio And MMO Codenamed 'Ghost' 'Ghost' is a new mMO codenamed 'as well as a new game' 'Ghost' is a new mMO codenamed 'assault' and 'assault' 'Ghost' is a new mMO codename",How Resident Evil 4’s Directors Approached Designing The Remake,Ampo S. Coop 
233,Neutral," former World Of Warcraft, League Of Legends Lead Greg Street Reveals New Studio And MMO Codenamed 'Ghost' 'Ghost' is a new mMO codenamed 'as well as a new game' 'Ghost' is a new mMO codenamed 'assault' and 'assault' 'Ghost' is a new mMO codename",How Capcom Is Modernizing Mechanics In Resident Evil 4 (Remake) | Interview,Ampo S. Coop 
234,Neutral, Ashley gives Leon a thankful glance after he catches her for the first time. he catches her for the first time and she gives him a thankful glance. he catches her for the first time and she gives him a thankful look. he catches her for the first time and she gives him a thankful look. he catches her for the first time and she gives him a thankful look. he catches,Why Capcom Changed Ashley In Resident Evil 4,Ampo S. Coop 
235,Neutral, co-op federation suffered a blow at the end of last year when two key members voted to leave. the move follows a period of tension with both co-ops wanting more autonomy. co-ops will cease contributions of 10% of their substantial profits to a common fund operated by mondragon to sustain member co-ops which are going through lean times. both organisations are looking for ways to continue collaboration with mondragon.,New trouble for Mondragon as two industrial co-ops leave the fold,Ampo S. Coop 
236,Neutral," a ""awareness"" rally was held in Tagum City, davao del norte, on the issue of electricity. the rally was led by the davao consumer movement and the tagum city chamber of commerce. the governor of davao del norte also held a press conference regarding the electricity issue. he said he is no longer satisfied with the service of northern davao electric cooperative.","Groups, businessmen hold &#039;Awareness Caravan&#039; on Davao del Norte&#039;s power woes",Ampo S. Coop 
237,Neutral," cnn's jim boulden looks at what's next for the iconic horror franchise. he says it's time for a new third-person version of the game. he says it's time for the series to undergo its next evolution. boulden: ""it's time for a new third-person version of Resident Evil"" he says it's time for the series to undergo its next evolution","Resident Evil 4 Remake leaves the series at a crossroads, but which path should it choose?",Ampo S. Coop 
238,Neutral," RB-57E ""Patricia Lynn"" was originally a B-57E (S/N 55-4245) the aircraft was based at Elmendorf AFB, Alaska, in 1967. a photo of the aircraft was taken at the base in july 1967.","This Week In AFLCMC History - October 24 - 30, 2022",Ampo S. Coop 
239,Neutral, the Rome (New York) Air Development Center (RADC) was reassigned to the electronic systems division (ESD) at Hanscom AFB. RADC focused on ground-based electronics systems like radar installations was slated to close entirely and shift its functions to Hanscom. McCook Field test pilot Lt Alexander Pearson died in the crash of his navy curtiss racer at Wilbur Wright Field (WPAFB Area A),"This Week In AFLCMC History - August 29 - September 4, 2022",Ampo S. Coop 
240,Neutral," an Air Force E-4B flies over the Canadian Pacific Coast April 10, 2014. the E-4B is the first aircraft to fly over the pacific coast of the u.s. air force. it is the first aircraft to fly over the pacific coast of the u.s. in more than a decade. it is the first aircraft to fly over the pacific coast of the u.s. in more than a","This Week In AFLCMC History - November 14 - 20, 2022",Ampo S. Coop 
241,Neutral," Tecnicas Reunidas will be responsible for the construction of pipelines, interconnections, ancillary systems and other supporting components for the LNG Offplot facilities for the North Field South Project. the scope of the work includes the engineering, procurement, construction, and commissioning of a range of off–plot facilities. these facilities include the LNG rundown lines, boil–off gas (BOG) recovery and utility pipelines.",QatarEnergy awards $560m contract to Técnicas Reunidas,Técnicas Reunidas S. A. 
242,Neutral," Tecnicas Reunidas and ansaldo Energia set to develop hydrogen-ready combined cycle power plant in germany for utility RWE (RWEG.DE) the plant will use ansaldo Energia's GT36 turbine, capable of generating electricity with up to 50% hydrogen mixed with natural gas. the project is part of RWE's renovation plan to replace coal-fired plants with facilities that provide more efficient","Tecnicas Reunidas, Ansaldo Energia to develop RWE hydrogen plant in Germany",Técnicas Reunidas S. A. 
243,Neutral," despite its notable liabilities, Técnicas Reunidas, S.A. has cash of €992.3m and €3.13b worth of receivables due within a year. despite its notable liabilities, the company has a market capitalization of €716.3m. despite its notable liabilities, the company has a market capitalization of €716.3m. despite its notable liabilities, the company has a",Here's Why Técnicas Reunidas (BME:TRE) Has A Meaningful Debt Burden,Técnicas Reunidas S. A. 
244,Neutral," Técnicas Reunidas has signed a Memorandum of Understanding (MoU) with IFC. the collaboration seeks to facilitate the transition to low-carbon technologies. the focus industries include steel, cement, aluminum, chemicals, glass, and transportation. the countries included under the MoU are Albania, Armenia, Azerbaijan, Bosnia and Herzegovina, Bulgaria, Croatia, Georgia, Kosovo, Moldova, Montene",IFC and Técnicas Reunidas to collaborate on decarbonization initiatives in Eastern Europe,Técnicas Reunidas S. A. 
245,Neutral,. - (EN)..............................................,Kazazot Selects Tecnicas Reunidas for Fertilizer Project | CHEManager,Técnicas Reunidas S. A. 
246,Positive, more than 70% of the award value will flow back into the UAE’s economy. project aims to increase ethane extraction by 35-40% from existing onshore facilities in the Habshan complex. it also aims to unlock further value from existing feedstock and deliver it to Ruwais via a dedicated 120 km natural gas liquids (NGL) pipeline. MERAM project aims to increase ethane extraction by 35-40%,NPCC and Tecnicas Reunidas awarded major ADNOC contract,Técnicas Reunidas S. A. 
